MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1858965	Atf7ip	activating transcription factor 7 interacting protein	6		positive regulation of DNA methylation-dependent heterochromatin formation			IBA	PTN001904540 	J:265628 	
MGI:1858965	Atf7ip	activating transcription factor 7 interacting protein	6		positive regulation of DNA methylation-dependent heterochromatin formation			ISO	Q6VMQ6 	J:164563 	
MGI:1922579	Atf7ip2	activating transcription factor 7 interacting protein 2	16		positive regulation of DNA methylation-dependent heterochromatin formation			IBA	PTN001904540 	J:265628 	
MGI:103067	Atrx	ATRX, chromatin remodeler	X		chromatin organization			ISO	P46100 	J:164563 	
MGI:103067	Atrx	ATRX, chromatin remodeler	X		chromatin remodeling			IBA	PTN002923541 	J:265628 	
MGI:103067	Atrx	ATRX, chromatin remodeler	X		chromatin remodeling			ISO	P46100 	J:164563 	
MGI:103067	Atrx	ATRX, chromatin remodeler	X		nucleosome assembly			ISO	P46100 	J:164563 	
MGI:3036270	Atxn7l3	ataxin 7-like 3	11		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1096327	Axin1	axin 1	17		genomic imprinting			IMP	MGI:1856035 	J:82396 	
MGI:1915501	Babam1	BRISC and BRCA1 A complex member 1	8		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1333875	Babam2	BRISC and BRCA1 A complex member 2	5		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1919439	Bag6	BCL2-associated athanogene 6	17		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2139371	Bahd1	bromo adjacent homology domain containing 1	2		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2139371	Bahd1	bromo adjacent homology domain containing 1	2		chromatin remodeling			IBA	PTN008209947 	J:265628 	
MGI:2139371	Bahd1	bromo adjacent homology domain containing 1	2		heterochromatin formation			IBA	PTN008209947 	J:265628 	
MGI:2139371	Bahd1	bromo adjacent homology domain containing 1	2		heterochromatin formation			ISO	Q8TBE0 	J:164563 	
MGI:1346330	Banf1	BAF nuclear assembly factor 1	19		chromatin organization			ISO	O75531 	J:164563 	
MGI:1889023	Banp	BTG3 associated nuclear protein	8		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1206586	Bap1	Brca1 associated protein 1	14		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1309478	Baz1a	bromodomain adjacent to zinc finger domain 1A	12		chromatin remodeling			ISO	Q9NRL2 	J:164563 	
MGI:1309478	Baz1a	bromodomain adjacent to zinc finger domain 1A	12		chromatin remodeling			TAS		J:76488 	
MGI:1309478	Baz1a	bromodomain adjacent to zinc finger domain 1A	12		nucleosome assembly			ISO	Q9NRL2 	J:164563 	
MGI:1309478	Baz1a	bromodomain adjacent to zinc finger domain 1A	12		regulation of heterochromatin formation			IBA	PTN005308832 	J:265628 	
MGI:1353499	Baz1b	bromodomain adjacent to zinc finger domain, 1B	5		chromatin organization			IDA		J:76488 	
MGI:1353499	Baz1b	bromodomain adjacent to zinc finger domain, 1B	5		chromatin remodeling			IBA	PTN002929532 	J:265628 	
MGI:1353499	Baz1b	bromodomain adjacent to zinc finger domain, 1B	5		chromatin remodeling			IC		J:320057 	
MGI:1353499	Baz1b	bromodomain adjacent to zinc finger domain, 1B	5		chromatin remodeling			IDA		J:76488 	
MGI:1353499	Baz1b	bromodomain adjacent to zinc finger domain, 1B	5		chromatin remodeling			ISO	Q9UIG0 	J:164563 	
MGI:1353499	Baz1b	bromodomain adjacent to zinc finger domain, 1B	5		chromatin remodeling			NAS		J:143888 	
MGI:2151152	Baz2a	bromodomain adjacent to zinc finger domain, 2A	10		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2151152	Baz2a	bromodomain adjacent to zinc finger domain, 2A	10		chromatin remodeling			IGI	MGI:1935129 	J:71381 	
MGI:2151152	Baz2a	bromodomain adjacent to zinc finger domain, 2A	10		heterochromatin formation			IDA		J:111312 	
MGI:2151152	Baz2a	bromodomain adjacent to zinc finger domain, 2A	10		heterochromatin formation			IMP		J:162045 	
MGI:2151152	Baz2a	bromodomain adjacent to zinc finger domain, 2A	10		rDNA heterochromatin formation			IDA		J:100129 J:111312 J:150926 J:150958 	
MGI:2151152	Baz2a	bromodomain adjacent to zinc finger domain, 2A	10		rDNA heterochromatin formation			IMP		J:162045 	
MGI:1924295	Bcl7a	B cell CLL/lymphoma 7A	5		chromatin remodeling			IC		J:283189 J:320039 	
MGI:1332238	Bcl7b	B cell CLL/lymphoma 7B	5		chromatin remodeling			IC		J:283189 J:320039 	
MGI:1332237	Bcl7c	B cell CLL/lymphoma 7C	7		chromatin remodeling			IC		J:283189 J:320039 	
MGI:1918708	Bcor	BCL6 interacting corepressor	X		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2443910	Bcorl1	BCL6 co-repressor-like 1	X		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2677212	Bend3	BEN domain containing 3	10		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2677212	Bend3	BEN domain containing 3	10		rDNA heterochromatin formation			IBA	PTN002408692 	J:265628 	
MGI:2677212	Bend3	BEN domain containing 3	10		rDNA heterochromatin formation			ISO	Q5T5X7 	J:164563 	
MGI:2154263	Bicra	BRD4 interacting chromatin remodeling complex associated protein	7		chromatin remodeling			IC		J:283189 	
MGI:2673855	Bicral	BRD4 interacting chromatin remodeling complex associated protein like	17		chromatin remodeling			IC		J:283189 	
MGI:88174	Bmi1	Bmi1 polycomb ring finger oncogene	2		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:5590788	Bmncr	bone marrow associated noncoding RNA	1		chromatin organization			IMP		J:270992 	
MGI:88184	Bmyc	brain expressed myelocytomatosis oncogene	2		chromatin remodeling			ISO	P01106 	J:164563 	
MGI:2444008	Bptf	bromodomain PHD finger transcription factor	11		chromatin remodeling			ISO	Q12830 	J:164563 	
MGI:104537	Brca1	breast cancer 1, early onset	11		dosage compensation by inactivation of X chromosome			IBA	PTN000349142 	J:265628 	
MGI:104537	Brca1	breast cancer 1, early onset	11		dosage compensation by inactivation of X chromosome			IDA		J:79872 	
MGI:104537	Brca1	breast cancer 1, early onset	11		regulation of gene expression by genomic imprinting			IMP		J:173146 	
MGI:2389572	Brcc3	BRCA1/BRCA2-containing complex, subunit 3	X		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1924161	Brd1	bromodomain containing 1	15		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:99495	Brd2	bromodomain containing 2	17		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:99495	Brd2	bromodomain containing 2	17		chromatin remodeling			IBA	PTN000524852 	J:265628 	
MGI:99495	Brd2	bromodomain containing 2	17		nucleosome assembly			ISO	P25440 	J:164563 	
MGI:1914632	Brd3	bromodomain containing 3	2		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1914632	Brd3	bromodomain containing 3	2		chromatin remodeling			IBA	PTN000524852 	J:265628 	
MGI:1888520	Brd4	bromodomain containing 4	17		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1888520	Brd4	bromodomain containing 4	17		chromatin remodeling			IBA	PTN000524852 	J:265628 	
MGI:1888520	Brd4	bromodomain containing 4	17		chromatin remodeling			ISO	O60885 	J:164563 	
MGI:1349766	Brd7	bromodomain containing 7	8		chromatin remodeling			IC		J:320039 	
MGI:1925906	Brd8	bromodomain containing 8	18		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2145317	Brd9	bromodomain containing 9	13		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2145317	Brd9	bromodomain containing 9	13		chromatin remodeling			IC		J:283189 	
MGI:1891374	Brdt	bromodomain, testis-specific	5		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1891374	Brdt	bromodomain, testis-specific	5		chromatin remodeling			IBA	PTN000524852 	J:265628 	
MGI:1891374	Brdt	bromodomain, testis-specific	5		chromatin remodeling			IDA		J:84555 J:186056 	
MGI:1891374	Brdt	bromodomain, testis-specific	5		chromatin remodeling			ISO	RGD:1306678 	J:155856 	
MGI:1891374	Brdt	bromodomain, testis-specific	5		sperm DNA condensation			IMP		J:190041 	
MGI:1926033	Brpf1	bromodomain and PHD finger containing, 1	6		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2146836	Brpf3	bromodomain and PHD finger containing, 3	17		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1913388	Bud23	BUD23, rRNA methyltransferase and ribosome maturation factor	5		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1298375	Cabin1	calcineurin binding protein 1	10		chromatin organization			IBA	PTN000398529 	J:265628 	
MGI:1298375	Cabin1	calcineurin binding protein 1	10		nucleosome assembly			ISO	Q9Y6J0 	J:164563 	
MGI:1913208	Carm1	coactivator-associated arginine methyltransferase 1	9		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:105369	Cbx1	chromobox 1	11		chromatin organization			IBA	PTN000517042 	J:265628 	
MGI:88289	Cbx2	chromobox 2	11		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:108515	Cbx3	chromobox 3	6		chromatin organization			IBA	PTN000517042 	J:265628 	
MGI:108515	Cbx3	chromobox 3	6		heterochromatin formation			ISO	Q13185 	J:164563 	
MGI:1195985	Cbx4	chromobox 4	11		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:109372	Cbx5	chromobox 5	15		chromatin organization			IBA	PTN000517042 	J:265628 	
MGI:3512628	Cbx6	chromobox 6	15		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1196439	Cbx7	chromobox 7	15		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1353589	Cbx8	chromobox 8	11		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1353589	Cbx8	chromobox 8	11		heterochromatin formation			ISS		J:60239 	
MGI:1916218	Cdan1	congenital dyserythropoietic anemia, type I (human)	2		chromatin organization			IBA	PTN002010693 	J:265628 	
MGI:1916218	Cdan1	congenital dyserythropoietic anemia, type I (human)	2		chromatin organization			ISO	Q8IWY9 	J:73065 	
MGI:104772	Cdk2	cyclin-dependent kinase 2	10		positive regulation of heterochromatin formation			ISO	P24941 	J:164563 	
MGI:104564	Cdkn1c	cyclin-dependent kinase inhibitor 1C (P57)	7		genomic imprinting			IMP	MGI:1933758 	J:147145 	
MGI:104564	Cdkn1c	cyclin-dependent kinase inhibitor 1C (P57)	7		genomic imprinting			IMP	MGI:3840687 	J:147145 	
MGI:1339956	Cdyl	chromodomain protein, Y chromosome-like	13		random inactivation of X chromosome			IDA		J:206754 	
MGI:104982	Cebpg	CCAAT/enhancer binding protein (C/EBP), gamma	7		chromatin remodeling			TAS		J:113689 	
MGI:104982	Cebpg	CCAAT/enhancer binding protein (C/EBP), gamma	7		nucleosome disassembly			TAS		J:113689 	
MGI:1923799	Cecr2	CECR2, histone acetyl-lysine reader	6		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1923799	Cecr2	CECR2, histone acetyl-lysine reader	6		chromatin remodeling			ISO	Q9BXF3 	J:164563 	
MGI:1913586	Cenpp	centromere protein P	13		CENP-A containing chromatin assembly			IEA	IPR027801 	J:72247 	
MGI:1920389	Cenpv	centromere protein V	11		pericentric heterochromatin formation			IBA	PTN002007387 	J:265628 	
MGI:1920389	Cenpv	centromere protein V	11		pericentric heterochromatin formation			ISS	Q7Z7K6 	J:145463 	
MGI:1344403	Cfdp1	craniofacial development protein 1	8		chromatin remodeling			IBA	PTN000577775 	J:265628 	
MGI:2146370	Cggbp1	CGG triplet repeat binding protein 1	16		epigenetic regulation of gene expression			ISO	Q9UFW8 	J:164563 	
MGI:5624990	Chaer1	cardiac hypertrophy associated epigenetic regulator 1	5		epigenetic regulation of gene expression			IMP	MGI:5905817 	J:240516 	
MGI:1351331	Chaf1a	chromatin assembly factor 1, subunit A (p150)	17		DNA replication-dependent chromatin assembly			ISO	Q13111 	J:164563 	
MGI:1351331	Chaf1a	chromatin assembly factor 1, subunit A (p150)	17		nucleosome assembly			IBA	PTN000392234 	J:265628 	
MGI:1351331	Chaf1a	chromatin assembly factor 1, subunit A (p150)	17		nucleosome assembly			ISO	Q13111 	J:164563 	
MGI:1314881	Chaf1b	chromatin assembly factor 1, subunit B (p60)	16		DNA replication-dependent chromatin assembly			ISO	Q13112 	J:164563 	
MGI:1314881	Chaf1b	chromatin assembly factor 1, subunit B (p60)	16		nucleosome assembly			IBA	PTN000392175 	J:265628 	
MGI:1314881	Chaf1b	chromatin assembly factor 1, subunit B (p60)	16		nucleosome assembly			ISO	Q13112 	J:164563 	
MGI:88393	Chd1	chromodomain helicase DNA binding protein 1	17		chromatin organization			NAS		J:4182 	
MGI:88393	Chd1	chromodomain helicase DNA binding protein 1	17		chromatin remodeling			IBA	PTN002473914 	J:265628 	
MGI:88393	Chd1	chromodomain helicase DNA binding protein 1	17		chromatin remodeling	happens in myeloid cell		IGI	MGI:1316736 	J:105708 	
MGI:88393	Chd1	chromodomain helicase DNA binding protein 1	17		chromatin remodeling			ISO	O14646 	J:164563 	
MGI:88393	Chd1	chromodomain helicase DNA binding protein 1	17		nucleosome organization			IBA	PTN001326511 	J:265628 	
MGI:1915308	Chd1l	chromodomain helicase DNA binding protein 1-like	3		chromatin remodeling			IBA	PTN002932403 	J:265628 	
MGI:1915308	Chd1l	chromodomain helicase DNA binding protein 1-like	3		chromatin remodeling			ISO	Q86WJ1 	J:164563 	
MGI:2448567	Chd2	chromodomain helicase DNA binding protein 2	7		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2448567	Chd2	chromodomain helicase DNA binding protein 2	7		chromatin remodeling			IBA	PTN002473914 	J:265628 	
MGI:2448567	Chd2	chromodomain helicase DNA binding protein 2	7		nucleosome organization			IBA	PTN001326511 	J:265628 	
MGI:1344395	Chd3	chromodomain helicase DNA binding protein 3	11		chromatin organization			IDA		J:54004 	
MGI:1344395	Chd3	chromodomain helicase DNA binding protein 3	11		chromatin remodeling			IBA	PTN002473914 	J:265628 	
MGI:1344395	Chd3	chromodomain helicase DNA binding protein 3	11		chromatin remodeling			ISO	Q12873 	J:164563 	
MGI:1344380	Chd4	chromodomain helicase DNA binding protein 4	6		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1344380	Chd4	chromodomain helicase DNA binding protein 4	6		chromatin remodeling			IBA	PTN002473914 	J:265628 	
MGI:1344380	Chd4	chromodomain helicase DNA binding protein 4	6		chromatin remodeling			ISO	Q14839 	J:164563 	
MGI:3036258	Chd5	chromodomain helicase DNA binding protein 5	4		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:3036258	Chd5	chromodomain helicase DNA binding protein 5	4		chromatin remodeling			IBA	PTN002473914 	J:265628 	
MGI:3036258	Chd5	chromodomain helicase DNA binding protein 5	4		sperm DNA condensation			IMP		J:207846 	
MGI:1918639	Chd6	chromodomain helicase DNA binding protein 6	2		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1918639	Chd6	chromodomain helicase DNA binding protein 6	2		chromatin remodeling			IBA	PTN002473914 	J:265628 	
MGI:2444748	Chd7	chromodomain helicase DNA binding protein 7	4		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:2444748	Chd7	chromodomain helicase DNA binding protein 7	4		chromatin remodeling			IBA	PTN002473914 	J:265628 	
MGI:2444748	Chd7	chromodomain helicase DNA binding protein 7	4		chromatin remodeling	happens in heart		IMP	MGI:2176467 MGI:4433295 	J:225736 	
MGI:1915022	Chd8	chromodomain helicase DNA binding protein 8	14		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1915022	Chd8	chromodomain helicase DNA binding protein 8	14		chromatin remodeling			IBA	PTN002473914 	J:265628 	
MGI:1915022	Chd8	chromodomain helicase DNA binding protein 8	14		chromatin remodeling			ISO	Q9HCK8 	J:164563 	
MGI:1924001	Chd9	chromodomain helicase DNA binding protein 9	8		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1202065	Chek1	checkpoint kinase 1	9		transcription initiation-coupled chromatin remodeling			IMP		J:177150 	
MGI:2135796	Chrac1	chromatin accessibility complex 1	15		chromatin remodeling			ISO	Q9NRG0 	J:164563 	
MGI:2135796	Chrac1	chromatin accessibility complex 1	15		nucleosome assembly			ISO	Q9NRG0 	J:164563 	
MGI:1913673	Coprs	coordinator of PRMT5, differentiation stimulator	8		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1201685	Ctbp1	C-terminal binding protein 1	5		heterochromatin formation			ISO	Q13363 	J:164563 	
MGI:109447	Ctcf	CCCTC-binding factor	8		chromatin looping			ISO	P49711 	J:164563 	
MGI:109447	Ctcf	CCCTC-binding factor	8		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:109447	Ctcf	CCCTC-binding factor	8		dosage compensation by inactivation of X chromosome			TAS		J:73834 	
MGI:109447	Ctcf	CCCTC-binding factor	8		epigenetic regulation of gene expression			ISO	P49711 	J:164563 	
MGI:109447	Ctcf	CCCTC-binding factor	8		genomic imprinting			ISO	P49711 	J:164563 	
MGI:109447	Ctcf	CCCTC-binding factor	8		regulation of gene expression by genomic imprinting			IDA		J:81888 J:91020 	
MGI:109447	Ctcf	CCCTC-binding factor	8		regulation of gene expression by genomic imprinting	uses H19		IMP		J:90538 	
MGI:3652571	Ctcfl	CCCTC-binding factor (zinc finger protein)-like	2		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:3652571	Ctcfl	CCCTC-binding factor (zinc finger protein)-like	2		regulation of gene expression by genomic imprinting			IBA	PTN007800301 	J:265628 	
MGI:3652571	Ctcfl	CCCTC-binding factor (zinc finger protein)-like	2		regulation of gene expression by genomic imprinting			IDA		J:116093 	
MGI:109345	Ctr9	CTR9 homolog, Paf1/RNA polymerase II complex component	7		regulation of genetic imprinting			IMP		J:203796 	
MGI:1203520	Dapk3	death-associated protein kinase 3	10		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1197015	Daxx	Fas death domain-associated protein	17		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1197015	Daxx	Fas death domain-associated protein	17		chromatin remodeling			ISO	Q9UER7 	J:164563 	
MGI:1197015	Daxx	Fas death domain-associated protein	17		nucleosome assembly			IBA	PTN000298848 	J:265628 	
MGI:1197015	Daxx	Fas death domain-associated protein	17		nucleosome assembly			IMP		J:209481 	
MGI:1197015	Daxx	Fas death domain-associated protein	17		nucleosome assembly			ISO	Q9UER7 	J:164563 	
MGI:2445220	Dcaf1	DDB1 and CUL4 associated factor 1	9		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1860494	Ddx21	DExD box helicase 21	10		chromatin remodeling			IC		J:320057 	
MGI:1860494	Ddx21	DExD box helicase 21	10		R-loop processing			ISO	Q9NR30 	J:164563 	
MGI:1921601	Ddx23	DEAD box helicase 23	15		R-loop processing			ISO	Q9BUQ8 	J:164563 	
MGI:1926209	Dek	DEK proto-oncogene (DNA binding)	13		chromatin organization			IEA	IPR044198 	J:72247 	
MGI:1926209	Dek	DEK proto-oncogene (DNA binding)	13		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1926209	Dek	DEK proto-oncogene (DNA binding)	13		chromatin remodeling			IC		J:320057 	
MGI:2177178	Dicer1	dicer 1, ribonuclease type III	12		pericentric heterochromatin formation			IMP	MGI:3589287 	J:96031 	
MGI:1913483	Dmap1	DNA methyltransferase 1-associated protein 1	4		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1913483	Dmap1	DNA methyltransferase 1-associated protein 1	4		chromatin remodeling			IEA	IPR027109 	J:72247 	
MGI:99470	Dnajc2	DnaJ heat shock protein family (Hsp40) member C2	5		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1915326	Dnajc9	DnaJ heat shock protein family (Hsp40) member C9	14		nucleosome assembly			ISO	Q8WXX5 	J:164563 	
MGI:94912	Dnmt1	DNA methyltransferase (cytosine-5) 1	9		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:94912	Dnmt1	DNA methyltransferase (cytosine-5) 1	9		DNA methylation-dependent heterochromatin formation			IDA		J:113866 	
MGI:94912	Dnmt1	DNA methyltransferase (cytosine-5) 1	9		positive regulation of DNA methylation-dependent heterochromatin formation			ISO	P26358 	J:164563 	
MGI:1261827	Dnmt3a	DNA methyltransferase 3A	12		chromatin organization			IEA	KW-0156 	J:60000 	
MGI:1261827	Dnmt3a	DNA methyltransferase 3A	12		DNA methylation-dependent heterochromatin formation	uses Mt1		IDA		J:104088 	
MGI:1261827	Dnmt3a	DNA methyltransferase 3A	12		DNA methylation-dependent heterochromatin formation	uses Pou5f1		IGI	MGI:1261819 	J:128981 	
MGI:1261827	Dnmt3a	DNA methyltransferase 3A	12		DNA methylation-dependent heterochromatin formation	uses Nanog		IGI	MGI:1261819 	J:128981 	
