MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1098551	Clk4	CDC like kinase 4	11		regulation of RNA splicing			ISO	Q9HAZ1 	J:164563 	
MGI:109638	Clns1a	chloride channel, nucleotide-sensitive, 1A	7		mRNA cis splicing, via spliceosome			IBA	PTN000483770 	J:265628 	
MGI:109638	Clns1a	chloride channel, nucleotide-sensitive, 1A	7		positive regulation of mRNA splicing, via spliceosome			IC		J:320168 	
MGI:109638	Clns1a	chloride channel, nucleotide-sensitive, 1A	7		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:109638	Clns1a	chloride channel, nucleotide-sensitive, 1A	7		spliceosomal snRNP assembly			IC		J:320168 	
MGI:109638	Clns1a	chloride channel, nucleotide-sensitive, 1A	7		spliceosomal snRNP assembly			ISO	P54105 	J:164563 	
MGI:2138968	Clp1	CLP1, cleavage and polyadenylation factor I subunit	2		tRNA splicing, via endonucleolytic cleavage and ligation			IBA	PTN000298076 	J:265628 	
MGI:2138968	Clp1	CLP1, cleavage and polyadenylation factor I subunit	2		tRNA splicing, via endonucleolytic cleavage and ligation			ISO	Q92989 	J:164563 	
MGI:104842	Coil	coilin	11		spliceosomal snRNP assembly			IBA	PTN000390494 	J:265628 	
MGI:1914127	Crnkl1	crooked neck pre-mRNA splicing factor 1	2		mRNA splicing, via spliceosome			IBA	PTN000133723 	J:265628 	
MGI:1914127	Crnkl1	crooked neck pre-mRNA splicing factor 1	2		mRNA splicing, via spliceosome			ISO	AF318303 	J:77759 	
MGI:1914127	Crnkl1	crooked neck pre-mRNA splicing factor 1	2		mRNA splicing, via spliceosome			ISO	Q9BZJ0 	J:164563 	
MGI:1914127	Crnkl1	crooked neck pre-mRNA splicing factor 1	2		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1914127	Crnkl1	crooked neck pre-mRNA splicing factor 1	2		spliceosomal complex assembly			IBA	PTN000133724 	J:265628 	
MGI:1914127	Crnkl1	crooked neck pre-mRNA splicing factor 1	2		spliceosomal complex assembly			ISO	Q9BZJ0 	J:164563 	
MGI:1913892	Ctnnbl1	catenin, beta like 1	2		mRNA splicing, via spliceosome			IC		J:320339 	
MGI:1913320	Cwc15	CWC15 spliceosome-associated protein	9		mRNA cis splicing, via spliceosome			IBA	PTN000295764 	J:265628 	
MGI:1913320	Cwc15	CWC15 spliceosome-associated protein	9		mRNA splicing, via spliceosome			IC		J:320339 	
MGI:1913320	Cwc15	CWC15 spliceosome-associated protein	9		mRNA splicing, via spliceosome			ISO	Q9P013 	J:164563 	
MGI:1913320	Cwc15	CWC15 spliceosome-associated protein	9		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2136773	Cwc22	CWC22 spliceosome-associated protein	2		mRNA splicing, via spliceosome			IBA	PTN000427686 	J:265628 	
MGI:2136773	Cwc22	CWC22 spliceosome-associated protein	2		mRNA splicing, via spliceosome			ISO	Q9HCG8 	J:164563 	
MGI:2136773	Cwc22	CWC22 spliceosome-associated protein	2		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1914730	Cwc25	CWC25 spliceosome-associated protein	11		mRNA splicing, via spliceosome			IBA	PTN000415791 	J:265628 	
MGI:1914730	Cwc25	CWC25 spliceosome-associated protein	11		mRNA splicing, via spliceosome			ISO	Q9NXE8 	J:164563 	
MGI:1914730	Cwc25	CWC25 spliceosome-associated protein	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1919752	Cwf19l1	CWF19-like 1, cell cycle control (S. pombe)	19		mRNA splicing, via spliceosome			IBA	PTN000249204 	J:265628 	
MGI:1918023	Cwf19l2	CWF19-like 2, cell cycle control (S. pombe)	9		mRNA splicing, via spliceosome			IBA	PTN000249204 	J:265628 	
MGI:1917498	Dazap1	DAZ associated protein 1	10		positive regulation of mRNA splicing, via spliceosome			IBA	PTN002689981 	J:265628 	
MGI:1917498	Dazap1	DAZ associated protein 1	10		positive regulation of mRNA splicing, via spliceosome			IMP		J:204486 	
MGI:1931520	Dbr1	debranching RNA lariats 1	9		mRNA splicing, via spliceosome			IBA	PTN000304155 	J:265628 	
MGI:1931520	Dbr1	debranching RNA lariats 1	9		mRNA splicing, via spliceosome			IDA		J:64827 	
MGI:1931520	Dbr1	debranching RNA lariats 1	9		RNA splicing, via transesterification reactions			ISO	Q9UK59 	J:164563 	
MGI:1916555	Dcps	decapping enzyme, scavenger	9		mRNA cis splicing, via spliceosome			ISO	Q96C86 	J:164563 	
MGI:1916555	Dcps	decapping enzyme, scavenger	9		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:2144727	Ddx1	DEAD box helicase 1	12		tRNA splicing, via endonucleolytic cleavage and ligation			ISO	Q92499 	J:164563 	
MGI:105037	Ddx5	DEAD box helicase 5	11		alternative mRNA splicing, via spliceosome			IMP		J:240379 	
MGI:105037	Ddx5	DEAD box helicase 5	11		alternative mRNA splicing, via spliceosome			ISO	P17844 	J:164563 	
MGI:105037	Ddx5	DEAD box helicase 5	11		regulation of alternative mRNA splicing, via spliceosome			IDA		J:238450 	
MGI:105037	Ddx5	DEAD box helicase 5	11		regulation of alternative mRNA splicing, via spliceosome			ISO	P17844 	J:164563 	
MGI:105037	Ddx5	DEAD box helicase 5	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1914290	Ddx17	DEAD box helicase 17	15		alternative mRNA splicing, via spliceosome			IBA	PTN002774014 	J:265628 	
MGI:1914290	Ddx17	DEAD box helicase 17	15		alternative mRNA splicing, via spliceosome			IMP		J:240379 	
MGI:1914290	Ddx17	DEAD box helicase 17	15		alternative mRNA splicing, via spliceosome			ISO	Q92841 	J:164563 	
MGI:1914290	Ddx17	DEAD box helicase 17	15		regulation of alternative mRNA splicing, via spliceosome			IDA		J:238450 	
MGI:1914290	Ddx17	DEAD box helicase 17	15		regulation of alternative mRNA splicing, via spliceosome			ISO	Q92841 	J:164563 	
MGI:1914290	Ddx17	DEAD box helicase 17	15		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1858415	Ddx20	DEAD box helicase 20	3		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1858415	Ddx20	DEAD box helicase 20	3		spliceosomal snRNP assembly			IBA	PTN002777080 	J:265628 	
MGI:1858415	Ddx20	DEAD box helicase 20	3		spliceosomal snRNP assembly			ISO	Q9UHI6 	J:164563 	
MGI:1921601	Ddx23	DEAD box helicase 23	15		mRNA splicing, via spliceosome			IBA	PTN002774495 	J:265628 	
MGI:1915528	Ddx39a	DEAD box helicase 39a	8		mRNA splicing, via spliceosome			IBA	PTN002776405 	J:265628 	
MGI:1915528	Ddx39a	DEAD box helicase 39a	8		mRNA splicing, via spliceosome			ISO	O00148 	J:164563 	
MGI:1915528	Ddx39a	DEAD box helicase 39a	8		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:99240	Ddx39b	DEAD box helicase 39b	17		mRNA splicing, via spliceosome			IBA	PTN002776405 	J:265628 	
MGI:99240	Ddx39b	DEAD box helicase 39b	17		mRNA splicing, via spliceosome			ISO	Q13838 	J:164563 	
MGI:99240	Ddx39b	DEAD box helicase 39b	17		RNA splicing			ISO	Q13838 	J:164563 	
MGI:99240	Ddx39b	DEAD box helicase 39b	17		spliceosomal complex assembly			ISO	Q13838 	J:164563 	
MGI:1920185	Ddx41	DEAD box helicase 41	13		mRNA splicing, via spliceosome			IBA	PTN002776089 	J:265628 	
MGI:1920185	Ddx41	DEAD box helicase 41	13		mRNA splicing, via spliceosome			ISO	Q9UJV9 	J:164563 	
MGI:1920185	Ddx41	DEAD box helicase 41	13		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1920895	Ddx46	DEAD box helicase 46	13		mRNA splicing, via spliceosome			IBA	PTN002775706 	J:265628 	
MGI:1920895	Ddx46	DEAD box helicase 46	13		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1915005	Ddx47	DEAD box helicase 47	6		RNA splicing			ISO	Q9H0S4 	J:164563 	
MGI:1306823	Dhx8	DEAH (Asp-Glu-Ala-His) box polypeptide 8	11		mRNA splicing, via spliceosome			ISO	Q14562 	J:164563 	
MGI:1306823	Dhx8	DEAH (Asp-Glu-Ala-His) box polypeptide 8	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1306823	Dhx8	DEAH (Asp-Glu-Ala-His) box polypeptide 8	11		spliceosomal complex disassembly			IBA	PTN000433761 	J:265628 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		alternative mRNA splicing, via spliceosome			ISO	Q08211 	J:164563 	
MGI:108177	Dhx9	DEAH (Asp-Glu-Ala-His) box polypeptide 9	1		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1099786	Dhx15	DEAH (Asp-Glu-Ala-His) box polypeptide 15	5		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1916442	Dhx16	DEAH (Asp-Glu-Ala-His) box polypeptide 16	17		mRNA splicing, via spliceosome			ISO	O60231 	J:164563 	
MGI:1927617	Dhx38	DEAH (Asp-Glu-Ala-His) box polypeptide 38	8		mRNA splicing, via spliceosome			IBA	PTN000433947 	J:265628 	
MGI:1927617	Dhx38	DEAH (Asp-Glu-Ala-His) box polypeptide 38	8		mRNA splicing, via spliceosome			ISO	Q92620 	J:164563 	
MGI:1916658	Dnajc17	DnaJ heat shock protein family (Hsp40) member C17	2		spliceosomal complex disassembly			IBA	PTN002454321 	J:265628 	
MGI:1330299	Dyrk1a	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	16		negative regulation of mRNA splicing, via spliceosome			IMP		J:182960 	
MGI:1330299	Dyrk1a	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	16		positive regulation of RNA splicing			ISO	RGD:2528 	J:155856 	
MGI:1330299	Dyrk1a	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	16		positive regulation of RNA splicing			ISO	Q13627 	J:164563 	
MGI:1330299	Dyrk1a	dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1a	16		regulation of alternative mRNA splicing, via spliceosome			ISO	RGD:2528 	J:155856 	
MGI:1917851	Ecd	ecdysoneless cell cycle regulator	14		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1336880	Eftud2	elongation factor Tu GTP binding domain containing 2	11		mRNA splicing, via spliceosome			IBA	PTN000562846 	J:265628 	
MGI:1336880	Eftud2	elongation factor Tu GTP binding domain containing 2	11		mRNA splicing, via spliceosome			ISO	Q15029 	J:164563 	
MGI:1336880	Eftud2	elongation factor Tu GTP binding domain containing 2	11		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		mRNA splicing, via spliceosome			ISO	P38919 	J:164563 	
MGI:1923731	Eif4a3	eukaryotic translation initiation factor 4A3	11		positive regulation of mRNA splicing, via spliceosome			IMP		J:140901 	
MGI:3644226	Eif4a3l1	eukaryotic translation initiation factor 4A3 like 1	6		mRNA splicing, via spliceosome			ISO	P38919 	J:164563 	
MGI:107427	Elavl4	ELAV like RNA binding protein 4	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1919286	Eny2	ENY2 transcription and export complex 2 subunit	15		regulation of RNA splicing			IC		J:320036 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		mRNA splicing, via endonucleolytic cleavage and ligation			ISO	O75460 	J:164563 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		positive regulation of RNA splicing			IDA		J:255334 	
MGI:1930134	Ern1	endoplasmic reticulum (ER) to nucleus signalling 1	11		positive regulation of RNA splicing			ISO	O75460 	J:164563 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		alternative mRNA splicing, via spliceosome	uses Arhgef11		IGI	MGI:1924661 	J:226997 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		alternative mRNA splicing, via spliceosome	uses Fgfr1		IGI	MGI:1924661 	J:226997 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		alternative mRNA splicing, via spliceosome	uses Fgfr2		IGI	MGI:1924661 	J:226997 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		alternative mRNA splicing, via spliceosome	uses Fgfr3		IGI	MGI:1924661 	J:226997 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		regulation of RNA splicing			IBA	PTN000360053 	J:265628 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		regulation of RNA splicing			IMP		J:245876 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		regulation of RNA splicing			ISO	Q6NXG1 	J:164563 	
MGI:1917326	Esrp1	epithelial splicing regulatory protein 1	4		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		alternative mRNA splicing, via spliceosome	uses Enah		IGI	MGI:1917326 	J:226997 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		alternative mRNA splicing, via spliceosome	uses Arhgef11		IGI	MGI:1917326 	J:226997 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		alternative mRNA splicing, via spliceosome	uses Fgfr1		IGI	MGI:1917326 	J:226997 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		alternative mRNA splicing, via spliceosome	uses Fgfr2		IGI	MGI:1917326 	J:226997 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		alternative mRNA splicing, via spliceosome	uses Fgfr3		IGI	MGI:1917326 	J:226997 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		regulation of RNA splicing			IBA	PTN000360053 	J:265628 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		regulation of RNA splicing			ISO	Q9H6T0 	J:164563 	
MGI:1924661	Esrp2	epithelial splicing regulatory protein 2	8		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:107854	Ess2	ess-2 splicing factor	16		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1351626	Fam50a	family with sequence similarity 50, member A	X		regulation of RNA splicing			ISO	Q14320 	J:164563 	
MGI:1351626	Fam50a	family with sequence similarity 50, member A	X		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1915925	Fam172a	family with sequence similarity 172, member A	13		regulation of alternative mRNA splicing, via spliceosome			IDA		J:260599 	
MGI:1915925	Fam172a	family with sequence similarity 172, member A	13		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1913837	Fastk	Fas-activated serine/threonine kinase	5		regulation of RNA splicing			ISO	Q14296 	J:164563 	
MGI:95564	Fmr1	fragile X messenger ribonucleoprotein 1	X		regulation of alternative mRNA splicing, via spliceosome			IBA	PTN001318101 	J:265628 	
MGI:95564	Fmr1	fragile X messenger ribonucleoprotein 1	X		regulation of alternative mRNA splicing, via spliceosome			IDA		J:173059 	
MGI:95564	Fmr1	fragile X messenger ribonucleoprotein 1	X		regulation of alternative mRNA splicing, via spliceosome			ISO	Q06787 	J:164563 	
MGI:95564	Fmr1	fragile X messenger ribonucleoprotein 1	X		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:893597	Frg1	FSHD region gene 1	8		RNA splicing			IEA	KW-0508 	J:60000 	
MGI:1353633	Fus	fused in sarcoma	7		regulation of RNA splicing			ISO	P35637 	J:164563 	
MGI:1353633	Fus	fused in sarcoma	7		RNA splicing			IMP		J:240782 	
MGI:1353633	Fus	fused in sarcoma	7		RNA splicing			ISO	P35637 	J:164563 	
MGI:104860	Fxr1	FMR1 autosomal homolog 1	3		regulation of alternative mRNA splicing, via spliceosome			IBA	PTN001318101 	J:265628 	
